fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2023-2024,09,9,"UTTAR PRADESH",123,AZAMGARH,IGNOAPS,137439,40850,357,16490,79738,83333,66879,2024-07-30
2023-2024,09,9,"UTTAR PRADESH",126,BALLIA,IGNOAPS,144855,19822,4402,27499,93121,84322,71404,2024-07-30
2023-2024,09,9,"UTTAR PRADESH",127,BALRAMPUR,IGNOAPS,45975,8434,442,12137,24919,25124,20717,2024-07-30
2023-2024,09,9,"UTTAR PRADESH",133,BUDAUN,IGNOAPS,100214,20990,66,16559,62435,62113,45930,2024-07-30
2023-2024,09,9,"UTTAR PRADESH",134,BULANDSHAHR,IGNOAPS,57978,15498,23,12237,30179,33374,28028,2024-07-30
2023-2024,09,9,"UTTAR PRADESH",145,GHAZIABAD,IGNOAPS,18809,5235,11,6429,7108,10181,4148,2024-07-30
2023-2024,09,9,"UTTAR PRADESH",147,GONDA,IGNOAPS,141268,22862,105,43714,74386,85191,76340,2024-07-30
2023-2024,09,9,"UTTAR PRADESH",157,"KANPUR NAGAR",IGNOAPS,122337,40198,100,35004,47033,72098,52121,2024-07-30
2023-2024,09,9,"UTTAR PRADESH",166,MAINPURI,IGNOAPS,120497,24852,17,14221,81392,75312,65745,2024-07-30
2023-2024,09,9,"UTTAR PRADESH",169,MEERUT,IGNOAPS,34163,11688,8,9001,13454,15115,10820,2024-07-30
2023-2024,09,9,"UTTAR PRADESH",173,PILIBHIT,IGNOAPS,96324,16100,88,25748,54327,62450,57638,2024-07-30
2023-2024,09,9,"UTTAR PRADESH",177,SAHARANPUR,IGNOAPS,121608,39203,45,24102,57290,73237,57300,2024-07-30
2023-2024,09,9,"UTTAR PRADESH",186,UNNAO,IGNOAPS,156176,61110,99,22787,72180,93857,79636,2024-07-30
2023-2024,09,9,"UTTAR PRADESH",640,AMETHI,IGNOAPS,29884,4931,2,10524,14332,10968,7186,2024-07-30
2023-2024,09,9,"UTTAR PRADESH",661,HAPUR,IGNOAPS,20466,6351,48,7235,6702,12397,8233,2024-07-30
2023-2024,06,1,"JAMMU AND KASHMIR",1,ANANTNAG,IGNOAPS,8175,43,310,7708,114,5820,1223,2024-07-30
2023-2024,06,1,"JAMMU AND KASHMIR",3,BARAMULLA,IGNOAPS,8618,129,146,8174,169,3878,1357,2024-07-30
2023-2024,06,10,BIHAR,192,BHAGALPUR,IGNOAPS,125795,15201,1087,107472,2035,90181,101851,2024-07-30
2023-2024,06,10,BIHAR,202,KHAGARIA,IGNOAPS,54331,5044,650,45801,2836,39617,45170,2024-07-30
2023-2024,06,10,BIHAR,207,MUNGER,IGNOAPS,44008,5988,590,36046,1384,34135,35897,2024-07-30
2023-2024,06,10,BIHAR,208,MUZAFFARPUR,IGNOAPS,226573,43998,406,180237,1932,172991,193091,2024-07-30
2023-2024,06,10,BIHAR,212,PATNA,IGNOAPS,278410,52481,1789,160443,63697,144249,148544,2024-07-30
2023-2024,06,10,BIHAR,213,"PURBI CHAMPARAN",IGNOAPS,173824,26182,1587,137793,8262,113586,123924,2024-07-30
2023-2024,06,10,BIHAR,215,ROHTAS,IGNOAPS,93121,5963,435,83449,3274,75784,75651,2024-07-30
2023-2024,06,10,BIHAR,216,SAHARSA,IGNOAPS,81686,11233,281,54118,16054,61730,66250,2024-07-30
2023-2024,06,10,BIHAR,222,SIWAN,IGNOAPS,98177,22994,5319,39740,30124,71930,82855,2024-07-30
2023-2024,06,12,"ARUNACHAL PRADESH",231,"EAST KAMENG",IGNOAPS,1461,0,1461,0,0,911,0,2024-07-30
2023-2024,06,12,"ARUNACHAL PRADESH",677,"KRA DAADI",IGNOAPS,1458,0,1458,0,0,836,0,2024-07-30
2023-2024,06,12,"ARUNACHAL PRADESH",718,KAMLE,IGNOAPS,895,0,895,0,0,432,0,2024-07-30
2023-2024,06,13,NAGALAND,249,TUENSANG,IGNOAPS,5999,10,1810,4164,15,1,0,2024-07-30
2023-2024,06,13,NAGALAND,251,ZUNHEBOTO,IGNOAPS,6105,0,6105,0,0,1155,0,2024-07-30
2023-2024,06,14,MANIPUR,255,"IMPHAL EAST",IGNOAPS,9102,51,371,1240,7440,7616,150,2024-07-30
2023-2024,06,14,MANIPUR,259,THOUBAL,IGNOAPS,8851,461,15,7186,1189,5769,5,2024-07-30
2023-2024,06,15,MIZORAM,263,KOLASIB,IGNOAPS,1349,3,1287,59,0,1258,997,2024-07-30
2023-2024,06,15,MIZORAM,268,SERCHHIP,IGNOAPS,1582,2,1489,90,1,1452,1489,2024-07-30
2023-2024,06,15,MIZORAM,727,SAITUAL,IGNOAPS,652,1,651,0,0,605,650,2024-07-30
2023-2024,06,16,TRIPURA,272,"WEST TRIPURA",IGNOAPS,22812,2899,8090,8882,2941,13153,175,2024-07-30
2023-2024,06,16,TRIPURA,655,UNAKOTI,IGNOAPS,11238,1247,2153,6072,1766,6437,9,2024-07-30
2023-2024,06,17,MEGHALAYA,274,"EAST KHASI HILLS",IGNOAPS,8150,61,7710,346,33,3808,1519,2024-07-30
2023-2024,06,17,MEGHALAYA,277,"SOUTH GARO HILLS",IGNOAPS,4255,49,3864,312,29,250,3,2024-07-30
2023-2024,06,17,MEGHALAYA,278,"WEST GARO HILLS",IGNOAPS,9196,125,5883,3037,151,4116,319,2024-07-30
2023-2024,06,18,ASSAM,288,GOLAGHAT,IGNOAPS,21626,472,896,18112,2146,14280,10214,2024-07-30
2023-2024,06,18,ASSAM,618,"KAMRUP METRO",IGNOAPS,6147,554,484,4790,319,3504,4433,2024-07-30
2023-2024,06,19,"WEST BENGAL",310,"DINAJPUR DAKSHIN",IGNOAPS,24431,8049,3533,12750,98,23095,13537,2024-07-30
2023-2024,06,19,"WEST BENGAL",311,"DINAJPUR UTTAR",IGNOAPS,43600,10506,1282,31336,476,41521,32069,2024-07-30
2023-2024,06,19,"WEST BENGAL",312,HOOGHLY,IGNOAPS,60447,21378,2993,32533,3532,58402,39995,2024-07-30
2023-2024,06,19,"WEST BENGAL",314,JALPAIGURI,IGNOAPS,33056,15826,2080,14470,679,31266,19506,2024-07-30
2023-2024,06,19,"WEST BENGAL",318,"PASCHIM MEDINIPUR",IGNOAPS,57669,14030,6987,36145,505,56388,52773,2024-07-30
2023-2024,06,19,"WEST BENGAL",319,MURSHIDABAD,IGNOAPS,125905,15536,1312,106239,2691,119429,89537,2024-07-30
2023-2024,06,19,"WEST BENGAL",320,NADIA,IGNOAPS,79266,19481,1819,57437,523,74607,61195,2024-07-30
2023-2024,06,2,"HIMACHAL PRADESH",15,BILASPUR,IGNOAPS,5735,2099,169,3207,260,2882,0,2024-07-30
2023-2024,06,2,"HIMACHAL PRADESH",22,MANDI,IGNOAPS,9887,2127,183,6745,832,3059,0,2024-07-30
2023-2024,06,2,"HIMACHAL PRADESH",24,SIRMAUR,IGNOAPS,4767,1611,75,2595,486,1520,0,2024-07-30
2023-2024,06,20,JHARKHAND,341,"SARAIKELA KHARSAWAN",IGNOAPS,37518,2066,11071,4202,20179,37313,25968,2024-07-30
2023-2024,06,21,ODISHA,345,BOLANGIR,IGNOAPS,69594,7216,6228,35850,20300,69577,30769,2024-07-30
2023-2024,06,21,ODISHA,346,BALESHWAR,IGNOAPS,73054,4897,1663,58359,8135,72792,27583,2024-07-30
2023-2024,06,21,ODISHA,348,BHADRAK,IGNOAPS,45196,5821,401,29618,9356,44958,35620,2024-07-30
2023-2024,06,21,ODISHA,350,CUTTACK,IGNOAPS,76394,8064,754,48017,19559,71268,32167,2024-07-30
2023-2024,06,21,ODISHA,353,GAJAPATI,IGNOAPS,15136,792,7565,3803,2976,14875,11281,2024-07-30
2023-2024,06,21,ODISHA,356,JAJPUR,IGNOAPS,60799,6923,852,39950,13074,60659,21969,2024-07-30
2023-2024,06,21,ODISHA,361,KENDUJHAR,IGNOAPS,47260,3616,11499,24907,7238,45884,23382,2024-07-30
2023-2024,06,21,ODISHA,367,NAYAGARH,IGNOAPS,36382,2164,949,24170,9098,35627,25216,2024-07-30
2023-2024,06,21,ODISHA,368,NUAPADA,IGNOAPS,39389,2776,5674,20644,10295,38491,20427,2024-07-30
2023-2024,06,22,CHHATTISGARH,376,DANTEWADA,IGNOAPS,6010,251,3862,1141,756,5421,2550,2024-07-30
2023-2024,06,22,CHHATTISGARH,377,DHAMTARI,IGNOAPS,17385,429,1948,11091,3917,15398,1799,2024-07-30
2023-2024,06,22,CHHATTISGARH,389,SURGUJA,IGNOAPS,29304,1388,6571,18304,3041,27973,5955,2024-07-30
2023-2024,06,22,CHHATTISGARH,734,"GAURELA- PENDRA-MARWAHI",IGNOAPS,10332,214,1575,7587,956,8983,4112,2024-07-30
2023-2024,06,22,CHHATTISGARH,759,"KHAIRAGARH CHHUIKHADAN GANDAI",IGNOAPS,8385,729,963,650,6043,8250,4457,2024-07-30
2023-2024,06,22,CHHATTISGARH,761,"MOHLA MANPUR AMBAGARH CHOUKI",IGNOAPS,5167,340,2394,1113,1320,5051,1950,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",390,ANUPPUR,IGNOAPS,24354,2799,12206,1748,7601,12229,10205,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",391,ASHOKNAGAR,IGNOAPS,28059,8597,3603,2781,13078,11334,11717,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",392,BALAGHAT,IGNOAPS,106204,9288,22319,2425,72172,64469,45401,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",395,BHIND,IGNOAPS,35256,11390,123,8010,15733,21035,19805,2024-07-30
2023-2024,11,1,"JAMMU AND KASHMIR",625,SHOPIAN,IGNOAPS,1583,0,222,1361,0,1408,1129,2024-07-30
2023-2024,11,1,"JAMMU AND KASHMIR",627,REASI,IGNOAPS,4924,63,2866,1976,19,3021,0,2024-07-30
2023-2024,11,1,"JAMMU AND KASHMIR",8,KUPWARA,IGNOAPS,8863,65,725,4544,3529,8863,3327,2024-07-30
2023-2024,11,10,BIHAR,192,BHAGALPUR,IGNOAPS,125795,15201,1087,107472,2035,90181,101851,2024-07-30
2023-2024,11,10,BIHAR,201,KATIHAR,IGNOAPS,89328,2842,1083,82995,2408,65978,70833,2024-07-30
2023-2024,11,10,BIHAR,213,"PURBI CHAMPARAN",IGNOAPS,173824,26182,1587,137793,8262,113586,123924,2024-07-30
2023-2024,11,10,BIHAR,218,SARAN,IGNOAPS,132376,11554,1211,113408,6203,102073,116110,2024-07-30
2023-2024,11,10,BIHAR,222,SIWAN,IGNOAPS,98177,22994,5319,39740,30124,71930,82855,2024-07-30
2023-2024,11,10,BIHAR,223,SUPAUL,IGNOAPS,73036,8568,384,44447,19637,52779,63830,2024-07-30
2023-2024,11,10,BIHAR,224,VAISHALI,IGNOAPS,168762,41907,504,32305,94046,129350,145314,2024-07-30
2023-2024,11,12,"ARUNACHAL PRADESH",234,LOHIT,IGNOAPS,1368,0,1368,0,0,818,0,2024-07-30
2023-2024,11,12,"ARUNACHAL PRADESH",679,SIANG,IGNOAPS,888,0,888,0,0,356,0,2024-07-30
2023-2024,11,12,"ARUNACHAL PRADESH",719,"LOWER SIANG",IGNOAPS,543,0,543,0,0,365,39,2024-07-30
2023-2024,11,12,"ARUNACHAL PRADESH",723,"PAKKE KESSANG",IGNOAPS,317,0,317,0,0,74,0,2024-07-30
2023-2024,11,13,NAGALAND,251,ZUNHEBOTO,IGNOAPS,6105,0,6105,0,0,1155,0,2024-07-30
2023-2024,11,13,NAGALAND,613,PEREN,IGNOAPS,2180,0,2180,0,0,0,0,2024-07-30
2023-2024,11,14,MANIPUR,253,CHANDEL,IGNOAPS,2083,0,1978,41,64,1026,20,2024-07-30
2023-2024,11,14,MANIPUR,254,CHURACHANDPUR,IGNOAPS,4772,0,4671,100,1,2789,5,2024-07-30
2023-2024,11,14,MANIPUR,259,THOUBAL,IGNOAPS,8875,461,15,7205,1194,5798,6,2024-07-30
2023-2024,11,15,MIZORAM,726,HNAHTHIAL,IGNOAPS,1022,0,960,61,1,928,796,2024-07-30
2023-2024,11,17,MEGHALAYA,273,"EAST GARO HILLS",IGNOAPS,3384,6,3279,98,1,3054,281,2024-07-30
2023-2024,11,17,MEGHALAYA,656,"NORTH GARO HILLS",IGNOAPS,2769,31,2714,23,1,1506,51,2024-07-30
2023-2024,11,17,MEGHALAYA,663,"SOUTH WEST GARO HILLS",IGNOAPS,2348,37,1795,450,66,1657,5,2024-07-30
2023-2024,11,18,ASSAM,282,CACHAR,IGNOAPS,34539,4655,944,24740,4200,20287,23082,2024-07-30
2023-2024,11,18,ASSAM,283,DARRANG,IGNOAPS,18956,418,85,16159,2294,10167,9931,2024-07-30
2023-2024,11,18,ASSAM,287,GOALPARA,IGNOAPS,22257,505,2774,18273,705,16831,16634,2024-07-30
2023-2024,11,18,ASSAM,290,JORHAT,IGNOAPS,24887,1122,797,19970,2998,19187,15563,2024-07-30
2023-2024,11,18,ASSAM,301,SONITPUR,IGNOAPS,21720,462,667,19041,1550,13584,12872,2024-07-30
2023-2024,11,18,ASSAM,302,TINSUKIA,IGNOAPS,22405,607,1644,15241,4913,17431,18109,2024-07-30
2023-2024,11,18,ASSAM,617,UDALGURI,IGNOAPS,17668,2810,7231,4457,3170,13430,11168,2024-07-30
2023-2024,11,18,ASSAM,618,"KAMRUP METRO",IGNOAPS,6137,551,482,4785,319,3517,4478,2024-07-30
2023-2024,11,18,ASSAM,707,"SOUTH SALMARA-MANCACHAR",IGNOAPS,9906,108,38,9722,38,7560,4233,2024-07-30
2023-2024,11,18,ASSAM,709,HOJAI,IGNOAPS,17883,1466,174,15968,275,9940,11231,2024-07-30
2023-2024,11,19,"WEST BENGAL",304,"24 PARGANAS SOUTH",IGNOAPS,101350,29008,2503,69279,325,95314,85555,2024-07-30
2023-2024,11,19,"WEST BENGAL",316,MALDAH,IGNOAPS,55513,10362,2214,42473,430,52514,49896,2024-07-30
2023-2024,11,2,"HIMACHAL PRADESH",18,KANGRA,IGNOAPS,22594,5886,1298,9070,6340,7918,0,2024-07-30
2023-2024,11,20,JHARKHAND,322,BOKARO,IGNOAPS,37374,5492,4946,8722,18214,37306,18848,2024-07-30
2023-2024,11,20,JHARKHAND,332,HAZARIBAG,IGNOAPS,42688,6483,342,29622,6241,41903,30852,2024-07-30
2023-2024,11,20,JHARKHAND,334,KODERMA,IGNOAPS,22746,3351,77,3305,16013,22552,12357,2024-07-30
2023-2024,11,20,JHARKHAND,340,SAHEBGANJ,IGNOAPS,33582,2219,9126,9782,12455,32969,13170,2024-07-30
2023-2024,11,20,JHARKHAND,342,SIMDEGA,IGNOAPS,20722,2229,14712,1467,2314,20663,5391,2024-07-30
2023-2024,11,21,ODISHA,348,BHADRAK,IGNOAPS,45948,5918,402,30096,9532,45712,36124,2024-07-30
2023-2024,11,21,ODISHA,349,BOUDH,IGNOAPS,14245,1577,621,9249,2798,13986,5079,2024-07-30
2023-2024,11,21,ODISHA,356,JAJPUR,IGNOAPS,60965,7010,851,39982,13122,60825,22264,2024-07-30
2023-2024,11,21,ODISHA,359,KANDHAMAL,IGNOAPS,19602,4814,8387,4764,1637,19595,8842,2024-07-30
2023-2024,11,21,ODISHA,362,KHORDHA,IGNOAPS,51746,2070,325,44836,4515,51734,33286,2024-07-30
2023-2024,11,21,ODISHA,366,NABARANGAPUR,IGNOAPS,50677,7233,18481,18197,6766,49359,14158,2024-07-30
2023-2024,11,21,ODISHA,371,SAMBALPUR,IGNOAPS,31113,4929,8783,12592,4809,30964,24914,2024-07-30
2023-2024,11,22,CHHATTISGARH,377,DHAMTARI,IGNOAPS,17618,441,2087,11057,4033,15614,1787,2024-07-30
2023-2024,11,22,CHHATTISGARH,378,DURG,IGNOAPS,31815,1450,918,19201,10246,29727,18462,2024-07-30
2023-2024,11,22,CHHATTISGARH,385,MAHASAMUND,IGNOAPS,34761,4863,8682,5437,15779,33750,12222,2024-07-30
2023-2024,11,22,CHHATTISGARH,387,RAIPUR,IGNOAPS,36312,2264,842,21259,11947,30200,18848,2024-07-30
2023-2024,11,22,CHHATTISGARH,388,RAJNANDAGON,IGNOAPS,17838,998,910,11690,4240,17398,4914,2024-07-30
2023-2024,11,22,CHHATTISGARH,649,BALRAMPUR,IGNOAPS,18273,522,7167,8049,2535,16638,12618,2024-07-30
2023-2024,11,22,CHHATTISGARH,734,"GAURELA- PENDRA-MARWAHI",IGNOAPS,10463,220,1637,7634,972,9108,4134,2024-07-30
2023-2024,11,22,CHHATTISGARH,760,"MANENDRAGARH CHIRMIRI BHARATPUR",IGNOAPS,8395,595,3699,2435,1666,8198,2887,2024-07-30
2023-2024,11,22,CHHATTISGARH,761,"MOHLA MANPUR AMBAGARH CHOUKI",IGNOAPS,5153,339,2396,1107,1311,5037,1938,2024-07-30
2023-2024,07,9,"UTTAR PRADESH",173,PILIBHIT,IGNOAPS,96324,16100,88,25748,54327,62450,57638,2024-07-30
2023-2024,07,9,"UTTAR PRADESH",178,"SANT KABEER NAGAR",IGNOAPS,94958,28335,39,19192,47365,53225,47290,2024-07-30
2023-2024,07,9,"UTTAR PRADESH",180,SHAHJAHANPUR,IGNOAPS,145987,34888,152,49552,61352,80628,66762,2024-07-30
2023-2024,07,9,"UTTAR PRADESH",181,SHRAVASTI,IGNOAPS,31271,7714,151,6892,16151,19391,12781,2024-07-30
2023-2024,07,9,"UTTAR PRADESH",182,"SIDDHARTH NAGAR",IGNOAPS,109266,21315,520,28987,58431,63566,50359,2024-07-30
2023-2024,07,9,"UTTAR PRADESH",187,VARANASI,IGNOAPS,148892,21645,1704,56022,69407,64285,44941,2024-07-30
2023-2024,12,1,"JAMMU AND KASHMIR",11,PULWAMA,IGNOAPS,5038,1,225,4406,406,4954,2791,2024-07-30
2023-2024,12,1,"JAMMU AND KASHMIR",12,RAJAURI,IGNOAPS,10951,18,646,10245,42,6496,671,2024-07-30
2023-2024,12,10,BIHAR,193,BHOJPUR,IGNOAPS,96521,20679,1210,44200,30432,61931,75108,2024-07-30
2023-2024,12,10,BIHAR,210,NAWADA,IGNOAPS,80091,31349,434,16234,32074,54530,61885,2024-07-30
2023-2024,12,10,BIHAR,214,PURNIA,IGNOAPS,115254,9843,4679,37450,63282,83661,92621,2024-07-30
2023-2024,12,10,BIHAR,220,SHEOHAR,IGNOAPS,31255,2133,28,28253,841,26806,27272,2024-07-30
2023-2024,12,10,BIHAR,223,SUPAUL,IGNOAPS,73036,8568,384,44447,19637,52779,63830,2024-07-30
2023-2024,12,10,BIHAR,224,VAISHALI,IGNOAPS,168762,41907,504,32305,94046,129350,145314,2024-07-30
2023-2024,12,10,BIHAR,611,ARWAL,IGNOAPS,27183,2731,69,23753,630,18089,21564,2024-07-30
2023-2024,12,11,SIKKIM,225,"EAST DISTRICT",IGNOAPS,6686,0,1,0,6685,1,2702,2024-07-30
2023-2024,12,12,"ARUNACHAL PRADESH",234,LOHIT,IGNOAPS,1368,0,1368,0,0,818,0,2024-07-30
2023-2024,12,12,"ARUNACHAL PRADESH",239,TIRAP,IGNOAPS,2860,0,2860,0,0,1342,0,2024-07-30
2023-2024,12,12,"ARUNACHAL PRADESH",666,LONGDING,IGNOAPS,1063,0,1063,0,0,900,2,2024-07-30
2023-2024,12,12,"ARUNACHAL PRADESH",678,NAMSAI,IGNOAPS,1055,0,1055,0,0,435,0,2024-07-30
2023-2024,12,12,"ARUNACHAL PRADESH",724,LEPARADA,IGNOAPS,771,0,771,0,0,497,0,2024-07-30
2023-2024,12,13,NAGALAND,244,DIMAPUR,IGNOAPS,5665,5,5543,104,13,5,2,2024-07-30
2023-2024,12,13,NAGALAND,245,KOHIMA,IGNOAPS,7103,0,7103,0,0,1758,94,2024-07-30
2023-2024,12,13,NAGALAND,614,KIPHIRE,IGNOAPS,1319,0,1319,0,0,372,66,2024-07-30
2023-2024,12,14,MANIPUR,258,TAMENGLONG,IGNOAPS,2540,0,2462,78,0,1350,0,2024-07-30
2023-2024,12,14,MANIPUR,259,THOUBAL,IGNOAPS,8893,461,15,7223,1194,5814,6,2024-07-30
2023-2024,12,15,MIZORAM,266,MAMIT,IGNOAPS,2077,0,2057,20,0,1520,1617,2024-07-30
2023-2024,12,15,MIZORAM,268,SERCHHIP,IGNOAPS,1582,2,1489,90,1,1452,1489,2024-07-30
2023-2024,12,17,MEGHALAYA,276,"RI BHOI",IGNOAPS,6201,30,6072,94,5,2947,284,2024-07-30
2023-2024,12,17,MEGHALAYA,656,"NORTH GARO HILLS",IGNOAPS,2769,31,2714,23,1,1506,51,2024-07-30
2023-2024,12,17,MEGHALAYA,657,"EAST JAINTIA HILLS",IGNOAPS,2461,4,1396,1038,13,1579,454,2024-07-30
2023-2024,12,17,MEGHALAYA,663,"SOUTH WEST GARO HILLS",IGNOAPS,2348,37,1795,450,66,1657,5,2024-07-30
2023-2024,12,18,ASSAM,283,DARRANG,IGNOAPS,18963,418,85,16166,2294,10174,9938,2024-07-30
2023-2024,12,18,ASSAM,285,DHUBRI,IGNOAPS,27251,94,16,26837,304,22269,21634,2024-07-30
2023-2024,12,18,ASSAM,294,KOKRAJHAR,IGNOAPS,21892,820,10022,7705,3345,15943,17231,2024-07-30
2023-2024,12,18,ASSAM,299,"DIMA HASAO",IGNOAPS,3639,26,2962,601,50,2877,3639,2024-07-30
2023-2024,12,18,ASSAM,302,TINSUKIA,IGNOAPS,22409,607,1644,15245,4913,17435,18113,2024-07-30
2023-2024,12,18,ASSAM,612,CHIRANG,IGNOAPS,8608,856,4070,2553,1129,5390,7601,2024-07-30
2023-2024,12,18,ASSAM,705,BISWANATH,IGNOAPS,20953,940,2350,16031,1632,12351,3089,2024-07-30
2023-2024,12,18,ASSAM,708,CHARAIDEO,IGNOAPS,8146,141,157,4572,3276,4983,8016,2024-07-30
2023-2024,12,18,ASSAM,739,BAJALI,IGNOAPS,5847,248,149,5160,290,5114,5830,2024-07-30
2023-2024,12,19,"WEST BENGAL",308,COOCHBEHAR,IGNOAPS,47701,23222,278,23917,269,47024,46628,2024-07-30
2023-2024,12,19,"WEST BENGAL",309,DARJEELING,IGNOAPS,13898,3344,2619,7609,325,13049,11939,2024-07-30
2023-2024,12,19,"WEST BENGAL",310,"DINAJPUR DAKSHIN",IGNOAPS,26144,8094,3609,14330,100,24936,25516,2024-07-30
2023-2024,12,19,"WEST BENGAL",314,JALPAIGURI,IGNOAPS,33774,15815,2042,15236,671,31959,28991,2024-07-30
2023-2024,12,19,"WEST BENGAL",316,MALDAH,IGNOAPS,55855,10376,2218,42791,436,52855,50235,2024-07-30
2023-2024,12,19,"WEST BENGAL",321,PURULIA,IGNOAPS,48069,10353,7179,29959,491,45598,39237,2024-07-30
2023-2024,12,19,"WEST BENGAL",664,ALIPURDUAR,IGNOAPS,18304,7152,4184,6955,4,17703,16817,2024-07-30
2023-2024,12,2,"HIMACHAL PRADESH",15,BILASPUR,IGNOAPS,5735,2099,169,3207,260,2882,0,2024-07-30
2023-2024,12,2,"HIMACHAL PRADESH",18,KANGRA,IGNOAPS,22594,5886,1298,9070,6340,7918,0,2024-07-30
2023-2024,12,20,JHARKHAND,328,GARHWA,IGNOAPS,63303,15488,5822,14352,27641,62010,17113,2024-07-30
2023-2024,12,20,JHARKHAND,340,SAHEBGANJ,IGNOAPS,33583,2219,9127,9782,12455,32970,13170,2024-07-30
2023-2024,12,21,ODISHA,345,BOLANGIR,IGNOAPS,71290,7497,6550,35886,21357,71273,32527,2024-07-30
2023-2024,12,21,ODISHA,351,DEOGARH,IGNOAPS,10842,1037,1500,6050,2255,10842,5718,2024-07-30
2023-2024,12,21,ODISHA,354,GANJAM,IGNOAPS,94165,11942,1673,57704,22846,91425,37629,2024-07-30
2023-2024,12,21,ODISHA,355,JAGATSINGHAPUR,IGNOAPS,42253,5799,56,26831,9567,41025,17544,2024-07-30
2023-2024,12,21,ODISHA,359,KANDHAMAL,IGNOAPS,19632,4818,8403,4768,1643,19625,8871,2024-07-30
2023-2024,12,21,ODISHA,362,KHORDHA,IGNOAPS,51873,2084,333,44898,4558,51861,33409,2024-07-30
2023-2024,12,21,ODISHA,366,NABARANGAPUR,IGNOAPS,50695,7237,18494,18198,6766,49377,14174,2024-07-30
2023-2024,12,21,ODISHA,372,SONEPUR,IGNOAPS,33115,7876,2772,8748,13719,33105,19182,2024-07-30
2023-2024,12,22,CHHATTISGARH,379,JANJGIR-CHAMPA,IGNOAPS,24788,4245,1412,9505,9626,22253,1903,2024-07-30
2023-2024,12,22,CHHATTISGARH,381,KANKER,IGNOAPS,13413,663,4900,4855,2995,11521,7092,2024-07-30
2023-2024,12,22,CHHATTISGARH,383,KORBA,IGNOAPS,28207,2023,11674,8253,6257,25314,2463,2024-07-30
2023-2024,12,22,CHHATTISGARH,384,KOREA,IGNOAPS,6057,638,2571,428,2420,5976,2624,2024-07-30
2023-2024,12,22,CHHATTISGARH,644,BALODABAZAR,IGNOAPS,23926,3958,2547,6159,11262,23017,8157,2024-07-30
2023-2024,12,22,CHHATTISGARH,645,GARIYABAND,IGNOAPS,25630,1836,6230,7548,10016,24377,19907,2024-07-30
2023-2024,12,23,"MADHYA PRADESH",399,CHHINDWARA,IGNOAPS,68895,8723,22653,4437,33082,33269,30690,2024-07-30
2023-2024,12,23,"MADHYA PRADESH",407,GWALIOR,IGNOAPS,20318,6930,1950,1585,9853,13409,8557,2024-07-30
2023-2024,12,23,"MADHYA PRADESH",412,JHABUA,IGNOAPS,38053,709,35947,383,1014,26418,13702,2024-07-30
2023-2024,12,23,"MADHYA PRADESH",415,MANDLA,IGNOAPS,48203,2410,28424,955,16414,25363,21394,2024-07-30
2023-2024,12,23,"MADHYA PRADESH",423,RATLAM,IGNOAPS,55698,11120,22077,6686,15815,38161,20905,2024-07-30
2023-2024,12,23,"MADHYA PRADESH",426,SATNA,IGNOAPS,129666,27328,23955,27272,51111,90739,48237,2024-07-30
2023-2024,12,23,"MADHYA PRADESH",432,SHIVPURI,IGNOAPS,55266,15003,11214,3180,25869,35846,24459,2024-07-30
2023-2024,12,23,"MADHYA PRADESH",433,SIDHI,IGNOAPS,62365,8393,17511,12907,23554,44655,25374,2024-07-30
2023-2024,12,23,"MADHYA PRADESH",638,SINGRAULI,IGNOAPS,65659,8584,24129,4858,28088,22098,30093,2024-07-30
2023-2024,12,23,"MADHYA PRADESH",639,ALIRAJPUR,IGNOAPS,16530,647,15495,101,287,7044,6497,2024-07-30
2023-2024,12,24,GUJARAT,438,AHMADABAD,IGNOAPS,65386,8355,417,47198,8949,55188,22913,2024-07-30
2023-2024,12,24,GUJARAT,454,"PANCH MAHALS",IGNOAPS,41533,1677,6337,30157,3358,40409,36705,2024-07-30
2023-2024,12,24,GUJARAT,459,SURAT,IGNOAPS,22206,658,16645,4515,385,19396,9255,2024-07-30
2023-2024,12,24,GUJARAT,674,"DEVBHUMI DWARKA",IGNOAPS,5674,747,102,2928,1897,5440,4166,2024-07-30
2023-2024,12,24,GUJARAT,675,"GIR SOMNATH",IGNOAPS,10772,908,105,7444,2283,9996,5166,2024-07-30
2023-2024,12,27,MAHARASHTRA,470,BEED,IGNOAPS,21752,725,14,20261,752,17356,133,2024-07-30
2023-2024,12,27,MAHARASHTRA,471,BHANDARA,IGNOAPS,41529,4552,1163,20303,15511,39292,40987,2024-07-30
2023-2024,12,27,MAHARASHTRA,485,NANDED,IGNOAPS,28613,2026,129,26010,448,26339,2468,2024-07-30
2023-2024,12,27,MAHARASHTRA,493,SANGLI,IGNOAPS,3944,772,0,2325,847,3940,3319,2024-07-30
2023-2024,12,27,MAHARASHTRA,496,SOLAPUR,IGNOAPS,26371,1745,230,22249,2147,20465,3948,2024-07-30
