fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2024-2025,05,13,NAGALAND,249,TUENSANG,IGNDPS,94,0,93,0,1,0,0,2024-07-29
2024-2025,05,13,NAGALAND,613,PEREN,IGNDPS,51,0,51,0,0,0,0,2024-07-29
2024-2025,05,13,NAGALAND,614,KIPHIRE,IGNDPS,75,0,75,0,0,12,4,2024-07-29
2024-2025,05,13,NAGALAND,615,LONGLENG,IGNDPS,107,4,95,8,0,0,0,2024-07-29
2024-2025,05,14,MANIPUR,252,BISHNUPUR,IGNDPS,24,4,0,20,0,15,0,2024-07-29
2024-2025,05,15,MIZORAM,268,SERCHHIP,IGNDPS,49,0,45,4,0,32,29,2024-07-29
2024-2025,05,15,MIZORAM,728,KHAWZAWL,IGNDPS,20,0,20,0,0,11,7,2024-07-29
2024-2025,05,16,TRIPURA,655,UNAKOTI,IGNDPS,238,48,27,145,18,115,0,2024-07-29
2024-2025,05,17,MEGHALAYA,279,"WEST KHASI HILLS",IGNDPS,155,1,153,0,1,101,70,2024-07-29
2024-2025,05,17,MEGHALAYA,658,"SOUTH WEST KHASI HILLS",IGNDPS,143,0,143,0,0,107,42,2024-07-29
2024-2025,05,18,ASSAM,287,GOALPARA,IGNDPS,1260,33,74,1119,34,915,942,2024-07-29
2024-2025,05,18,ASSAM,291,KAMRUP,IGNDPS,843,13,9,807,14,614,385,2024-07-29
2024-2025,05,18,ASSAM,296,MORIGAON,IGNDPS,1467,147,136,1049,135,827,548,2024-07-29
2024-2025,05,18,ASSAM,301,SONITPUR,IGNDPS,1468,18,15,1377,58,819,783,2024-07-29
2024-2025,05,18,ASSAM,302,TINSUKIA,IGNDPS,1459,49,101,909,400,966,1062,2024-07-29
2024-2025,05,18,ASSAM,616,BAKSA,IGNDPS,1295,131,363,620,181,769,564,2024-07-29
2024-2025,05,18,ASSAM,706,MAJULI,IGNDPS,212,19,80,72,41,184,203,2024-07-29
2024-2025,05,19,"WEST BENGAL",318,"PASCHIM MEDINIPUR",IGNDPS,3361,712,261,2339,49,3242,3188,2024-07-29
2024-2025,05,19,"WEST BENGAL",319,MURSHIDABAD,IGNDPS,12370,909,58,11179,223,12067,11814,2024-07-29
2024-2025,05,19,"WEST BENGAL",704,"PASCHIM BURDWAN",IGNDPS,59,37,5,17,0,53,57,2024-07-29
2024-2025,05,2,"HIMACHAL PRADESH",19,KINNAUR,IGNDPS,5,3,2,0,0,1,0,2024-07-29
2024-2025,05,2,"HIMACHAL PRADESH",22,MANDI,IGNDPS,153,38,3,103,9,48,0,2024-07-29
2024-2025,05,2,"HIMACHAL PRADESH",26,UNA,IGNDPS,59,17,5,24,13,15,0,2024-07-29
2024-2025,05,20,JHARKHAND,328,GARHWA,IGNDPS,2020,502,134,557,827,1960,500,2024-07-29
2024-2025,05,20,JHARKHAND,333,JAMTARA,IGNDPS,1045,186,199,65,595,1021,1009,2024-07-29
2024-2025,05,20,JHARKHAND,341,"SARAIKELA KHARSAWAN",IGNDPS,902,43,238,83,538,884,581,2024-07-29
2024-2025,05,21,ODISHA,352,DHENKANAL,IGNDPS,2599,270,82,1824,423,2599,1510,2024-07-29
2024-2025,05,21,ODISHA,353,GAJAPATI,IGNDPS,1427,84,678,346,319,1393,1133,2024-07-29
2024-2025,05,21,ODISHA,359,KANDHAMAL,IGNDPS,1641,501,600,426,114,1637,777,2024-07-29
2024-2025,05,21,ODISHA,361,KENDUJHAR,IGNDPS,1818,121,407,1006,284,1764,658,2024-07-29
2024-2025,05,21,ODISHA,362,KHORDHA,IGNDPS,5597,223,30,4931,413,5585,3255,2024-07-29
2024-2025,05,21,ODISHA,366,NABARANGAPUR,IGNDPS,2620,380,793,1136,311,2533,827,2024-07-29
2024-2025,05,21,ODISHA,367,NAYAGARH,IGNDPS,3410,258,44,2256,852,3316,2438,2024-07-29
2024-2025,05,21,ODISHA,370,RAYAGADA,IGNDPS,1754,269,794,486,205,1653,446,2024-07-29
2024-2025,05,21,ODISHA,372,SONEPUR,IGNDPS,1480,295,97,563,525,1478,870,2024-07-29
2024-2025,05,22,CHHATTISGARH,377,DHAMTARI,IGNDPS,1368,35,75,958,300,1160,192,2024-07-29
2024-2025,05,22,CHHATTISGARH,379,JANJGIR-CHAMPA,IGNDPS,1060,184,35,537,304,880,160,2024-07-29
2024-2025,05,22,CHHATTISGARH,381,KANKER,IGNDPS,1438,95,599,438,306,1303,863,2024-07-29
2024-2025,05,22,CHHATTISGARH,637,NARAYANPUR,IGNDPS,268,8,184,46,30,235,8,2024-07-29
2024-2025,05,22,CHHATTISGARH,642,SUKMA,IGNDPS,43,1,28,9,5,39,5,2024-07-29
2024-2025,05,22,CHHATTISGARH,650,BEMETARA,IGNDPS,1032,130,27,432,443,931,504,2024-07-29
2024-2025,05,23,"MADHYA PRADESH",397,BURHANPUR,IGNDPS,643,58,102,90,393,380,177,2024-07-29
2024-2025,05,23,"MADHYA PRADESH",403,DHAR,IGNDPS,4396,477,2702,312,905,2718,1321,2024-07-29
2024-2025,05,23,"MADHYA PRADESH",405,KHANDWA,IGNDPS,3552,661,1128,321,1442,1735,873,2024-07-29
2024-2025,05,23,"MADHYA PRADESH",412,JHABUA,IGNDPS,3297,67,3004,92,134,1393,695,2024-07-29
2024-2025,05,23,"MADHYA PRADESH",414,KHARGONE,IGNDPS,3431,778,898,344,1411,2019,941,2024-07-29
2024-2025,05,23,"MADHYA PRADESH",429,SHAHDOL,IGNDPS,4582,495,1841,585,1661,2087,964,2024-07-29
2024-2025,05,23,"MADHYA PRADESH",431,SHEOPUR,IGNDPS,868,209,208,53,398,404,262,2024-07-29
2024-2025,05,24,GUJARAT,438,AHMADABAD,IGNDPS,1099,77,14,909,87,751,377,2024-07-29
2024-2025,05,24,GUJARAT,453,NAVSARI,IGNDPS,273,3,126,144,0,240,59,2024-07-29
2024-2025,05,24,GUJARAT,458,"SABAR KANTHA",IGNDPS,625,124,144,121,236,558,613,2024-07-29
2024-2025,05,24,GUJARAT,672,ARVALLI,IGNDPS,397,46,67,182,102,322,241,2024-07-29
2024-2025,05,24,GUJARAT,676,BOTAD,IGNDPS,165,34,0,25,106,139,150,2024-07-29
2024-2025,05,27,MAHARASHTRA,469,AURANGABAD,IGNDPS,549,2,0,546,1,504,169,2024-07-29
2024-2025,05,27,MAHARASHTRA,481,LATUR,IGNDPS,452,58,1,359,34,371,83,2024-07-29
2024-2025,05,27,MAHARASHTRA,485,NANDED,IGNDPS,38,5,1,27,5,33,28,2024-07-29
2024-2025,05,27,MAHARASHTRA,486,NANDURBAR,IGNDPS,509,15,298,170,26,492,69,2024-07-29
2024-2025,05,27,MAHARASHTRA,492,RATNAGIRI,IGNDPS,230,15,0,121,94,227,144,2024-07-29
2024-2025,05,27,MAHARASHTRA,493,SANGLI,IGNDPS,123,12,0,95,16,123,121,2024-07-29
2024-2025,05,27,MAHARASHTRA,500,YAVATMAL,IGNDPS,298,13,19,239,27,291,121,2024-07-29
2024-2025,05,29,KARNATAKA,529,BIDAR,IGNDPS,1688,250,139,488,811,1663,1471,2024-07-29
2024-2025,05,29,KARNATAKA,530,BIJAPUR,IGNDPS,1223,172,11,456,584,1182,825,2024-07-29
2024-2025,05,29,KARNATAKA,531,"CHAMARAJA NAGARA",IGNDPS,650,95,33,155,367,642,538,2024-07-29
2024-2025,05,29,KARNATAKA,532,CHIKMAGALUR,IGNDPS,836,75,13,395,353,829,682,2024-07-29
2024-2025,05,29,KARNATAKA,533,CHITRADURGA,IGNDPS,717,84,52,244,337,707,629,2024-07-29
2024-2025,05,29,KARNATAKA,538,GULBARGA,IGNDPS,1996,419,14,421,1142,1900,1494,2024-07-29
2024-2025,05,29,KARNATAKA,542,KOLAR,IGNDPS,900,118,17,404,361,883,749,2024-07-29
2024-2025,05,29,KARNATAKA,543,KOPPAL,IGNDPS,1563,136,89,563,775,1550,1172,2024-07-29
2024-2025,05,29,KARNATAKA,544,MANDYA,IGNDPS,1201,78,6,359,758,1188,1017,2024-07-29
2024-2025,05,29,KARNATAKA,546,RAICHUR,IGNDPS,1177,106,76,406,589,1148,870,2024-07-29
2024-2025,05,29,KARNATAKA,548,TUMKUR,IGNDPS,2091,127,45,1238,681,2081,1833,2024-07-29
2024-2025,05,3,PUNJAB,28,BATHINDA,IGNDPS,449,42,0,406,1,262,374,2024-07-29
2024-2025,05,3,PUNJAB,34,JALANDHAR,IGNDPS,160,25,0,132,3,84,146,2024-07-29
2024-2025,05,3,PUNJAB,38,MOGA,IGNDPS,269,0,0,269,0,152,255,2024-07-29
2024-2025,05,3,PUNJAB,651,FAZILKA,IGNDPS,306,14,0,290,2,164,261,2024-07-29
2024-2025,05,32,KERALA,555,ERNAKULAM,IGNDPS,2172,65,13,2094,0,1337,1601,2024-07-29
2024-2025,05,33,"TAMIL NADU",568,CHENNAI,IGNDPS,2811,636,0,144,2031,1078,2778,2024-07-29
2024-2025,05,33,"TAMIL NADU",573,ERODE,IGNDPS,2478,599,9,1133,737,2044,2410,2024-07-29
2024-2025,05,33,"TAMIL NADU",574,KANCHEEPURAM,IGNDPS,2212,485,16,1367,344,1274,2211,2024-07-29
2024-2025,05,33,"TAMIL NADU",575,KANYAKUMARI,IGNDPS,1288,32,0,41,1215,1140,1254,2024-07-29
2024-2025,05,33,"TAMIL NADU",586,THANJAVUR,IGNDPS,2278,500,0,1391,387,2031,2271,2024-07-29
2024-2025,05,33,"TAMIL NADU",591,THIRUCHIRAPPALLI,IGNDPS,1272,162,2,29,1079,1198,1271,2024-07-29
2024-2025,05,33,"TAMIL NADU",597,VIRUDHUNAGAR,IGNDPS,2675,444,0,266,1965,2025,2674,2024-07-29
2024-2025,05,33,"TAMIL NADU",610,ARIYALUR,IGNDPS,397,93,0,176,128,382,396,2024-07-29
2024-2025,05,36,TELANGANA,685,KAMAREDDY,IGNDPS,568,107,40,0,421,568,554,2024-07-29
2024-2025,05,36,TELANGANA,686,HANUMAKONDA,IGNDPS,33,9,0,0,24,33,30,2024-07-29
2024-2025,05,36,TELANGANA,688,MAHABUBABAD,IGNDPS,334,44,111,0,179,332,307,2024-07-29
2024-2025,05,36,TELANGANA,693,WANAPARTHY,IGNDPS,549,86,24,23,416,522,438,2024-07-29
2024-2025,05,36,TELANGANA,720,MULUGU,IGNDPS,196,37,40,0,119,196,157,2024-07-29
2024-2025,05,36,TELANGANA,721,NARAYANPET,IGNDPS,459,64,25,13,357,433,435,2024-07-29
2024-2025,05,38,"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU",464,DIU,IGNDPS,173,25,0,13,135,38,1,2024-07-29
2024-2025,05,4,CHANDIGARH,44,CHANDIGARH,IGNDPS,104,0,0,104,0,102,4,2024-07-29
2024-2025,05,5,UTTARAKHAND,46,BAGESHWAR,IGNDPS,57,22,0,35,0,27,36,2024-07-29
2024-2025,05,5,UTTARAKHAND,47,CHAMOLI,IGNDPS,105,25,3,77,0,43,70,2024-07-29
2024-2025,05,5,UTTARAKHAND,49,DEHRADUN,IGNDPS,483,12,96,373,2,192,102,2024-07-29
2024-2025,05,5,UTTARAKHAND,53,PITHORAGARH,IGNDPS,237,66,3,165,3,99,62,2024-07-29
2024-2025,05,6,HARYANA,58,AMBALA,IGNDPS,1481,418,0,641,422,1135,690,2024-07-29
2024-2025,05,6,HARYANA,63,HISAR,IGNDPS,2415,721,0,1172,522,1623,824,2024-07-29
2024-2025,05,6,HARYANA,67,KARNAL,IGNDPS,3764,463,0,2730,571,2275,1267,2024-07-29
2024-2025,05,6,HARYANA,69,MAHINDERGARH,IGNDPS,1630,254,0,781,595,1075,868,2024-07-29
2024-2025,05,6,HARYANA,70,PANCHKULA,IGNDPS,441,89,0,189,163,342,280,2024-07-29
2024-2025,05,7,DELHI,81,"NORTH EAST",IGNDPS,701,0,0,694,7,701,679,2024-07-29
2024-2025,05,7,DELHI,85,WEST,IGNDPS,552,0,0,551,1,552,539,2024-07-29
2024-2025,05,8,RAJASTHAN,101,HANUMANGARH,IGNDPS,535,212,4,80,239,457,489,2024-07-29
2024-2025,05,8,RAJASTHAN,102,JAIPUR,IGNDPS,489,100,58,153,178,438,470,2024-07-29
2024-2025,05,8,RAJASTHAN,111,PALI,IGNDPS,407,141,35,42,189,321,357,2024-07-29
2024-2025,05,8,RAJASTHAN,88,BANSWARA,IGNDPS,753,37,633,58,25,507,488,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",121,"AMBEDKAR NAGAR",IGNDPS,2695,628,0,635,1432,1207,1754,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",125,BAHRAICH,IGNDPS,1567,239,8,606,714,578,906,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",127,BALRAMPUR,IGNDPS,637,83,3,255,296,327,459,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",129,BARABANKI,IGNDPS,2326,669,0,726,931,980,1718,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",130,BAREILLY,IGNDPS,2583,289,1,1241,1052,1103,1733,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",135,CHANDAULI,IGNDPS,741,168,1,158,414,317,537,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",138,ETAH,IGNDPS,1061,201,1,250,609,443,702,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",143,FIROZABAD,IGNDPS,972,205,0,123,644,217,713,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",146,GHAZIPUR,IGNDPS,3802,768,23,521,2490,1443,2142,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",161,LALITPUR,IGNDPS,820,178,29,135,478,502,735,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",176,RAMPUR,IGNDPS,725,87,0,330,308,356,491,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",181,SHRAVASTI,IGNDPS,300,56,2,82,160,170,236,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",183,SITAPUR,IGNDPS,3062,1006,3,903,1150,1196,2081,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",633,"KANSHI RAM NAGAR",IGNDPS,838,170,1,173,494,445,651,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",640,AMETHI,IGNDPS,284,83,0,90,111,112,232,2024-07-29
2024-2025,05,9,"UTTAR PRADESH",660,SHAMLI,IGNDPS,1827,300,1,681,845,427,1326,2024-07-29
2023-2024,02,1,"JAMMU AND KASHMIR",1,ANANTNAG,IGNDPS,96,0,2,93,1,82,0,2024-07-30
2023-2024,02,1,"JAMMU AND KASHMIR",10,POONCH,IGNDPS,265,0,92,134,39,164,2,2024-07-30
2023-2024,02,1,"JAMMU AND KASHMIR",623,BANDIPORA,IGNDPS,77,1,16,60,0,77,11,2024-07-30
2023-2024,02,10,BIHAR,189,AURANAGABAD,IGNDPS,2033,578,13,1360,82,1261,1524,2024-07-30
2023-2024,02,10,BIHAR,191,BEGUSARAI,IGNDPS,3765,713,22,2554,476,2824,2817,2024-07-30
2023-2024,02,10,BIHAR,192,BHAGALPUR,IGNDPS,2874,350,62,2324,138,1917,2252,2024-07-30
2023-2024,02,10,BIHAR,200,"KAIMUR (BHABUA)",IGNDPS,1624,349,65,965,245,1021,1339,2024-07-30
2023-2024,02,10,BIHAR,203,KISHANGANJ,IGNDPS,3276,123,34,2811,308,2503,2569,2024-07-30
2023-2024,02,10,BIHAR,205,MADHEPURA,IGNDPS,9569,726,102,8386,355,6148,7358,2024-07-30
2023-2024,02,10,BIHAR,207,MUNGER,IGNDPS,1738,297,27,1317,97,1141,1316,2024-07-30
2023-2024,02,10,BIHAR,209,NALANDA,IGNDPS,6505,1311,112,4354,728,4062,4916,2024-07-30
2023-2024,02,10,BIHAR,214,PURNIA,IGNDPS,1950,109,90,826,925,1265,1434,2024-07-30
2023-2024,02,10,BIHAR,216,SAHARSA,IGNDPS,2109,205,2,1316,586,1386,1658,2024-07-30
2023-2024,02,10,BIHAR,221,SITAMARHI,IGNDPS,3608,473,82,2664,389,2483,2955,2024-07-30
2023-2024,02,11,SIKKIM,227,"SOUTH DISTRICT",IGNDPS,192,13,58,65,56,0,98,2024-07-30
2023-2024,02,12,"ARUNACHAL PRADESH",229,CHANGLANG,IGNDPS,230,0,230,0,0,140,202,2024-07-30
2023-2024,02,12,"ARUNACHAL PRADESH",230,"UPPER DIBANG VALLEY",IGNDPS,38,0,38,0,0,31,0,2024-07-30
2023-2024,02,12,"ARUNACHAL PRADESH",232,"EAST SIANG",IGNDPS,196,0,196,0,0,102,0,2024-07-30
2023-2024,02,12,"ARUNACHAL PRADESH",235,"LOWER DIBANG VALLEY",IGNDPS,101,0,99,2,0,81,12,2024-07-30
2023-2024,02,12,"ARUNACHAL PRADESH",239,TIRAP,IGNDPS,163,0,163,0,0,85,0,2024-07-30
2023-2024,02,12,"ARUNACHAL PRADESH",241,"UPPER SUBANSIRI",IGNDPS,228,0,228,0,0,44,0,2024-07-30
2023-2024,02,12,"ARUNACHAL PRADESH",242,"WEST KAMENG",IGNDPS,129,0,129,0,0,56,0,2024-07-30
2023-2024,02,12,"ARUNACHAL PRADESH",243,"WEST SIANG",IGNDPS,160,0,160,0,0,106,1,2024-07-30
2023-2024,02,12,"ARUNACHAL PRADESH",628,ANJAW,IGNDPS,74,0,74,0,0,51,0,2024-07-30
2023-2024,02,12,"ARUNACHAL PRADESH",666,LONGDING,IGNDPS,78,0,78,0,0,63,3,2024-07-30
2023-2024,02,12,"ARUNACHAL PRADESH",719,"LOWER SIANG",IGNDPS,28,0,28,0,0,19,0,2024-07-30
2023-2024,02,12,"ARUNACHAL PRADESH",725,"SHI YOMI",IGNDPS,31,0,31,0,0,12,0,2024-07-30
2023-2024,02,13,NAGALAND,246,MOKOKCHUNG,IGNDPS,139,0,139,0,0,15,0,2024-07-30
2023-2024,02,13,NAGALAND,250,WOKHA,IGNDPS,110,0,110,0,0,0,0,2024-07-30
2023-2024,02,14,MANIPUR,256,"IMPHAL WEST",IGNDPS,163,9,3,1,150,104,3,2024-07-30
2023-2024,02,14,MANIPUR,258,TAMENGLONG,IGNDPS,49,0,49,0,0,16,0,2024-07-30
2023-2024,02,14,MANIPUR,259,THOUBAL,IGNDPS,164,27,0,0,137,35,0,2024-07-30
2023-2024,02,15,MIZORAM,262,CHAMPHAI,IGNDPS,57,0,57,0,0,42,45,2024-07-30
2023-2024,02,15,MIZORAM,266,MAMIT,IGNDPS,81,0,81,0,0,56,65,2024-07-30
2023-2024,02,16,TRIPURA,272,"WEST TRIPURA",IGNDPS,410,89,55,163,103,184,10,2024-07-30
2023-2024,02,17,MEGHALAYA,276,"RI BHOI",IGNDPS,246,4,230,11,1,80,3,2024-07-30
2023-2024,02,17,MEGHALAYA,663,"SOUTH WEST GARO HILLS",IGNDPS,106,5,83,17,1,57,1,2024-07-30
2023-2024,02,18,ASSAM,281,BONGAIGAON,IGNDPS,723,22,3,636,62,577,564,2024-07-30
2023-2024,02,18,ASSAM,286,DIBRUGARH,IGNDPS,281,6,10,239,26,176,188,2024-07-30
2023-2024,02,18,ASSAM,291,KAMRUP,IGNDPS,843,13,9,807,14,606,380,2024-07-30
2023-2024,02,18,ASSAM,292,"KARBI ANGLONG",IGNDPS,589,26,433,71,59,399,283,2024-07-30
2023-2024,02,18,ASSAM,294,KOKRAJHAR,IGNDPS,1327,50,663,301,313,991,1047,2024-07-30
2023-2024,02,18,ASSAM,296,MORIGAON,IGNDPS,1456,147,137,1038,134,788,531,2024-07-30
2023-2024,02,18,ASSAM,705,BISWANATH,IGNDPS,900,40,58,734,68,543,180,2024-07-30
2023-2024,02,19,"WEST BENGAL",308,COOCHBEHAR,IGNDPS,1928,864,7,1039,18,1902,1907,2024-07-30
2023-2024,02,19,"WEST BENGAL",309,DARJEELING,IGNDPS,770,130,120,486,34,708,642,2024-07-30
2023-2024,02,19,"WEST BENGAL",316,MALDAH,IGNDPS,1656,186,15,1437,18,1607,1611,2024-07-30
2023-2024,02,2,"HIMACHAL PRADESH",20,KULLU,IGNDPS,32,8,0,20,4,11,0,2024-07-30
2024-2025,04,33,"TAMIL NADU",578,MADURAI,IGNDPS,2065,107,0,1451,507,1130,2037,2024-07-29
2024-2025,04,33,"TAMIL NADU",584,SALEM,IGNDPS,3170,543,102,1601,924,2653,3146,2024-07-29
2024-2025,04,33,"TAMIL NADU",587,"THE NILGIRIS",IGNDPS,354,118,11,32,193,284,354,2024-07-29
2024-2025,04,34,PUDUCHERRY,600,PONDICHERRY,IGNDPS,1314,221,0,48,1045,1314,0,2024-07-29
2024-2025,04,36,TELANGANA,509,KHAMMAM,IGNDPS,1597,380,234,16,967,1543,1428,2024-07-29
2024-2025,04,36,TELANGANA,514,NALGONDA,IGNDPS,3838,835,471,301,2231,3088,3080,2024-07-29
2024-2025,04,36,TELANGANA,682,PEDDAPALLI,IGNDPS,60,8,2,0,50,60,59,2024-07-29
2024-2025,04,36,TELANGANA,684,MANCHERIAL,IGNDPS,724,203,56,58,407,657,625,2024-07-29
2024-2025,04,36,TELANGANA,685,KAMAREDDY,IGNDPS,568,107,40,0,421,568,554,2024-07-29
2024-2025,04,36,TELANGANA,692,SIDDIPET,IGNDPS,545,126,5,0,414,544,520,2024-07-29
2024-2025,04,36,TELANGANA,694,NAGARKURNOOL,IGNDPS,1080,229,128,58,665,1042,995,2024-07-29
2024-2025,04,5,UTTARAKHAND,45,ALMORA,IGNDPS,313,75,0,233,5,133,145,2024-07-29
2024-2025,04,5,UTTARAKHAND,46,BAGESHWAR,IGNDPS,57,22,0,35,0,27,36,2024-07-29
2024-2025,04,5,UTTARAKHAND,49,DEHRADUN,IGNDPS,483,12,96,373,2,192,102,2024-07-29
2024-2025,04,5,UTTARAKHAND,56,"UDAM SINGH NAGAR",IGNDPS,320,39,46,174,61,95,232,2024-07-29
2024-2025,04,6,HARYANA,60,FARIDABAD,IGNDPS,823,111,0,458,254,635,392,2024-07-29
2024-2025,04,6,HARYANA,619,PALWAL,IGNDPS,950,221,0,376,353,681,541,2024-07-29
2024-2025,04,6,HARYANA,70,PANCHKULA,IGNDPS,441,89,0,189,163,342,280,2024-07-29
2024-2025,04,6,HARYANA,72,REWARI,IGNDPS,963,233,0,396,334,643,413,2024-07-29
2024-2025,04,7,DELHI,79,"NEW DELHI",IGNDPS,117,0,0,113,4,117,117,2024-07-29
2024-2025,04,8,RAJASTHAN,100,GANGANAGAR,IGNDPS,1836,944,8,191,693,1575,1557,2024-07-29
2024-2025,04,8,RAJASTHAN,105,JHALAWAR,IGNDPS,695,98,87,82,428,632,655,2024-07-29
2024-2025,04,8,RAJASTHAN,115,SIROHI,IGNDPS,207,53,90,17,47,150,153,2024-07-29
2024-2025,04,8,RAJASTHAN,87,ALWAR,IGNDPS,799,158,96,215,330,644,720,2024-07-29
2024-2025,04,8,RAJASTHAN,92,BHILWARA,IGNDPS,822,195,129,114,384,621,613,2024-07-29
2024-2025,04,8,RAJASTHAN,94,BUNDI,IGNDPS,312,73,48,17,174,256,274,2024-07-29
2024-2025,04,8,RAJASTHAN,98,DHOLPUR,IGNDPS,165,20,1,65,79,117,125,2024-07-29
2024-2025,04,9,"UTTAR PRADESH",123,AZAMGARH,IGNDPS,3017,819,4,551,1643,972,1695,2024-07-29
2024-2025,04,9,"UTTAR PRADESH",125,BAHRAICH,IGNDPS,1567,239,8,606,714,578,906,2024-07-29
2024-2025,04,9,"UTTAR PRADESH",131,BASTI,IGNDPS,2539,592,0,665,1282,718,1492,2024-07-29
2024-2025,04,9,"UTTAR PRADESH",142,FATEHPUR,IGNDPS,1863,505,2,476,880,847,1211,2024-07-29
2024-2025,04,9,"UTTAR PRADESH",144,"GAUTAM BUDDHA NAGAR",IGNDPS,378,79,0,99,200,121,249,2024-07-29
2024-2025,04,9,"UTTAR PRADESH",146,GHAZIPUR,IGNDPS,3802,768,23,521,2490,1443,2142,2024-07-29
2024-2025,04,9,"UTTAR PRADESH",169,MEERUT,IGNDPS,973,227,0,445,301,349,667,2024-07-29
2024-2025,04,9,"UTTAR PRADESH",175,"RAE BARELI",IGNDPS,1239,353,2,298,586,561,860,2024-07-29
2024-2025,04,9,"UTTAR PRADESH",181,SHRAVASTI,IGNDPS,300,56,2,82,160,170,236,2024-07-29
2024-2025,04,9,"UTTAR PRADESH",182,"SIDDHARTH NAGAR",IGNDPS,2852,451,0,1017,1384,1032,1765,2024-07-29
2024-2025,04,9,"UTTAR PRADESH",633,"KANSHI RAM NAGAR",IGNDPS,838,170,1,173,494,445,651,2024-07-29
2023-2024,01,7,DELHI,80,NORTH,IGNDPS,236,0,0,236,0,236,231,2024-07-30
2023-2024,01,8,RAJASTHAN,101,HANUMANGARH,IGNDPS,535,212,4,80,239,457,489,2024-07-30
2023-2024,01,8,RAJASTHAN,102,JAIPUR,IGNDPS,489,100,58,153,178,438,470,2024-07-30
2023-2024,01,8,RAJASTHAN,112,RAJSAMAND,IGNDPS,1294,204,195,151,744,904,903,2024-07-30
2023-2024,01,8,RAJASTHAN,117,UDAIPUR,IGNDPS,1170,74,719,161,216,820,817,2024-07-30
2023-2024,01,8,RAJASTHAN,629,PRATAPGARH,IGNDPS,618,51,453,32,82,499,517,2024-07-30
2023-2024,01,8,RAJASTHAN,91,BHARATPUR,IGNDPS,495,117,21,78,279,391,415,2024-07-30
2023-2024,01,8,RAJASTHAN,94,BUNDI,IGNDPS,312,73,48,17,174,256,274,2024-07-30
2023-2024,01,9,"UTTAR PRADESH",119,ALIGARH,IGNDPS,1121,282,0,313,526,522,815,2024-07-30
2023-2024,01,9,"UTTAR PRADESH",126,BALLIA,IGNDPS,2726,384,43,554,1745,859,1922,2024-07-30
2023-2024,01,9,"UTTAR PRADESH",135,CHANDAULI,IGNDPS,741,168,1,158,414,317,537,2024-07-30
2023-2024,01,9,"UTTAR PRADESH",137,DEORIA,IGNDPS,3953,650,150,879,2274,1477,2274,2024-07-30
2023-2024,01,9,"UTTAR PRADESH",139,ETAWAH,IGNDPS,806,241,2,129,434,285,523,2024-07-30
2023-2024,01,9,"UTTAR PRADESH",143,FIROZABAD,IGNDPS,972,205,0,123,644,217,713,2024-07-30
2023-2024,01,9,"UTTAR PRADESH",145,GHAZIABAD,IGNDPS,332,66,0,120,146,55,164,2024-07-30
2023-2024,01,9,"UTTAR PRADESH",146,GHAZIPUR,IGNDPS,3802,768,23,521,2490,1443,2142,2024-07-30
2023-2024,01,9,"UTTAR PRADESH",147,GONDA,IGNDPS,2125,317,2,1029,777,850,1302,2024-07-30
2023-2024,01,9,"UTTAR PRADESH",153,JHANSI,IGNDPS,897,312,0,119,466,310,686,2024-07-30
2023-2024,01,9,"UTTAR PRADESH",161,LALITPUR,IGNDPS,820,178,29,135,478,502,735,2024-07-30
2023-2024,01,9,"UTTAR PRADESH",166,MAINPURI,IGNDPS,1296,260,1,266,769,626,897,2024-07-30
2023-2024,01,9,"UTTAR PRADESH",167,MATHURA,IGNDPS,1668,372,0,432,864,761,1171,2024-07-30
2023-2024,01,9,"UTTAR PRADESH",177,SAHARANPUR,IGNDPS,1795,498,0,320,977,742,1289,2024-07-30
2023-2024,01,9,"UTTAR PRADESH",186,UNNAO,IGNDPS,2135,683,1,588,863,1149,1476,2024-07-30
2024-2025,06,9,"UTTAR PRADESH",178,"SANT KABEER NAGAR",IGNDPS,1137,297,0,359,481,501,819,2024-07-29
2024-2025,06,9,"UTTAR PRADESH",185,SULTANPUR,IGNDPS,2534,472,0,947,1115,1196,1928,2024-07-29
2024-2025,06,9,"UTTAR PRADESH",661,HAPUR,IGNDPS,485,112,1,192,180,284,387,2024-07-29
2023-2024,03,1,"JAMMU AND KASHMIR",10,POONCH,IGNDPS,248,0,84,125,39,169,5,2024-07-30
