fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2023-2024,12,1,"JAMMU AND KASHMIR",5,JAMMU,IGNDPS,34,8,2,22,2,20,0,2024-07-30
2023-2024,12,1,"JAMMU AND KASHMIR",623,BANDIPORA,IGNDPS,108,1,16,91,0,64,12,2024-07-30
2023-2024,12,1,"JAMMU AND KASHMIR",624,SAMBA,IGNDPS,63,11,8,43,1,34,3,2024-07-30
2023-2024,12,10,BIHAR,188,ARARIA,IGNDPS,1263,140,9,1030,84,793,872,2024-07-30
2023-2024,12,10,BIHAR,190,BANKA,IGNDPS,1990,213,61,1500,216,1402,1471,2024-07-30
2023-2024,12,10,BIHAR,195,DARBHANGA,IGNDPS,4397,555,21,3153,668,2452,3311,2024-07-30
2023-2024,12,10,BIHAR,197,GOPALGANJ,IGNDPS,3448,651,161,1533,1103,1828,2765,2024-07-30
2023-2024,12,10,BIHAR,199,JEHANABAD,IGNDPS,378,62,15,223,78,239,225,2024-07-30
2023-2024,12,10,BIHAR,201,KATIHAR,IGNDPS,2102,111,22,1817,152,1429,1629,2024-07-30
2023-2024,12,10,BIHAR,206,MADHUBANI,IGNDPS,9744,842,105,7771,1026,6422,7303,2024-07-30
2023-2024,12,10,BIHAR,209,NALANDA,IGNDPS,6505,1311,112,4354,728,4062,4916,2024-07-30
2023-2024,12,11,SIKKIM,227,"SOUTH DISTRICT",IGNDPS,192,13,58,65,56,0,98,2024-07-30
2023-2024,12,11,SIKKIM,228,"WEST DISTRICT",IGNDPS,175,14,67,51,43,0,0,2024-07-30
2023-2024,12,12,"ARUNACHAL PRADESH",234,LOHIT,IGNDPS,22,0,19,3,0,14,0,2024-07-30
2023-2024,12,12,"ARUNACHAL PRADESH",239,TIRAP,IGNDPS,163,0,163,0,0,85,0,2024-07-30
2023-2024,12,12,"ARUNACHAL PRADESH",241,"UPPER SUBANSIRI",IGNDPS,228,0,228,0,0,44,0,2024-07-30
2023-2024,12,12,"ARUNACHAL PRADESH",718,KAMLE,IGNDPS,79,0,79,0,0,41,0,2024-07-30
2023-2024,12,12,"ARUNACHAL PRADESH",723,"PAKKE KESSANG",IGNDPS,47,0,47,0,0,26,0,2024-07-30
2023-2024,12,12,"ARUNACHAL PRADESH",724,LEPARADA,IGNDPS,35,0,35,0,0,29,0,2024-07-30
2023-2024,12,13,NAGALAND,246,MOKOKCHUNG,IGNDPS,139,0,139,0,0,15,0,2024-07-30
2023-2024,12,14,MANIPUR,258,TAMENGLONG,IGNDPS,49,0,49,0,0,16,0,2024-07-30
2023-2024,12,15,MIZORAM,264,LAWNGTLAI,IGNDPS,58,0,53,5,0,5,22,2024-07-30
2023-2024,12,16,TRIPURA,270,"NORTH TRIPURA",IGNDPS,176,28,29,86,33,74,0,2024-07-30
2023-2024,12,16,TRIPURA,272,"WEST TRIPURA",IGNDPS,408,88,55,163,102,180,8,2024-07-30
2023-2024,12,17,MEGHALAYA,275,"WEST JAINTIA HILLS",IGNDPS,108,0,99,9,0,47,1,2024-07-30
2023-2024,12,18,ASSAM,283,DARRANG,IGNDPS,1152,29,1,1047,75,557,958,2024-07-30
2023-2024,12,18,ASSAM,284,DHEMAJI,IGNDPS,748,44,255,126,323,596,491,2024-07-30
2023-2024,12,18,ASSAM,290,JORHAT,IGNDPS,687,28,12,508,139,526,431,2024-07-30
2023-2024,12,18,ASSAM,296,MORIGAON,IGNDPS,1451,147,137,1033,134,782,338,2024-07-30
2023-2024,12,18,ASSAM,706,MAJULI,IGNDPS,214,19,81,73,41,186,205,2024-07-30
2023-2024,12,18,ASSAM,707,"SOUTH SALMARA-MANCACHAR",IGNDPS,495,5,0,486,4,326,195,2024-07-30
2023-2024,12,19,"WEST BENGAL",305,BANKURA,IGNDPS,1262,416,85,712,49,1203,1182,2024-07-30
2023-2024,12,19,"WEST BENGAL",307,BIRBHUM,IGNDPS,5728,1427,87,4075,139,5517,4986,2024-07-30
2023-2024,12,19,"WEST BENGAL",310,"DINAJPUR DAKSHIN",IGNDPS,603,146,43,403,11,575,579,2024-07-30
2023-2024,12,19,"WEST BENGAL",316,MALDAH,IGNDPS,1674,188,15,1453,18,1598,1518,2024-07-30
2023-2024,12,19,"WEST BENGAL",317,"PURBA MEDINIPUR",IGNDPS,4049,422,46,3562,19,3917,3710,2024-07-30
2023-2024,12,19,"WEST BENGAL",318,"PASCHIM MEDINIPUR",IGNDPS,3355,714,261,2330,50,3232,3155,2024-07-30
2023-2024,12,19,"WEST BENGAL",704,"PASCHIM BURDWAN",IGNDPS,59,37,6,16,0,54,55,2024-07-30
2023-2024,12,2,"HIMACHAL PRADESH",15,BILASPUR,IGNDPS,36,6,2,25,3,17,0,2024-07-30
2023-2024,12,20,JHARKHAND,322,BOKARO,IGNDPS,764,113,71,187,393,764,487,2024-07-30
2023-2024,12,20,JHARKHAND,324,DEOGHAR,IGNDPS,1693,306,6,1145,236,1654,496,2024-07-30
2023-2024,12,20,JHARKHAND,334,KODERMA,IGNDPS,463,102,0,147,214,460,223,2024-07-30
2023-2024,12,20,JHARKHAND,337,PAKUR,IGNDPS,534,11,121,148,254,530,497,2024-07-30
2023-2024,12,21,ODISHA,344,ANGUL,IGNDPS,2332,309,173,827,1023,2326,1808,2024-07-30
2023-2024,12,21,ODISHA,346,BALESHWAR,IGNDPS,3997,219,73,3273,432,3969,1493,2024-07-30
2023-2024,12,21,ODISHA,349,BOUDH,IGNDPS,1157,113,53,762,229,1122,273,2024-07-30
2023-2024,12,21,ODISHA,351,DEOGARH,IGNDPS,903,51,64,685,103,900,380,2024-07-30
2023-2024,12,21,ODISHA,355,JAGATSINGHAPUR,IGNDPS,1944,279,2,1209,454,1865,876,2024-07-30
2023-2024,12,21,ODISHA,358,KALAHANDI,IGNDPS,3553,615,484,1134,1320,3440,1592,2024-07-30
2023-2024,12,21,ODISHA,362,KHORDHA,IGNDPS,5631,221,30,4962,418,5617,3268,2024-07-30
2023-2024,12,22,CHHATTISGARH,378,DURG,IGNDPS,845,43,23,537,242,792,447,2024-07-30
2023-2024,12,22,CHHATTISGARH,379,JANJGIR-CHAMPA,IGNDPS,1067,186,36,541,304,884,161,2024-07-30
2023-2024,12,22,CHHATTISGARH,380,JASHPUR,IGNDPS,767,61,406,116,184,688,472,2024-07-30
2023-2024,12,22,CHHATTISGARH,381,KANKER,IGNDPS,1456,95,618,437,306,1321,881,2024-07-30
2023-2024,12,22,CHHATTISGARH,386,RAIGARH,IGNDPS,1241,100,365,456,320,1177,407,2024-07-30
2023-2024,12,22,CHHATTISGARH,387,RAIPUR,IGNDPS,1730,114,55,1074,487,1384,708,2024-07-30
2023-2024,12,22,CHHATTISGARH,388,RAJNANDAGON,IGNDPS,688,42,51,377,218,669,169,2024-07-30
2023-2024,12,22,CHHATTISGARH,389,SURGUJA,IGNDPS,871,37,175,570,89,853,125,2024-07-30
2023-2024,12,22,CHHATTISGARH,643,KONDAGAON,IGNDPS,840,23,510,116,191,820,334,2024-07-30
2023-2024,12,22,CHHATTISGARH,644,BALODABAZAR,IGNDPS,1216,248,104,249,615,1162,243,2024-07-30
2023-2024,12,22,CHHATTISGARH,646,BALOD,IGNDPS,243,39,52,42,110,229,44,2024-07-30
2023-2024,12,22,CHHATTISGARH,759,"KHAIRAGARH CHHUIKHADAN GANDAI",IGNDPS,604,67,55,119,363,601,375,2024-07-30
2023-2024,12,23,"MADHYA PRADESH",395,BHIND,IGNDPS,1696,545,9,445,697,805,740,2024-07-30
2023-2024,12,23,"MADHYA PRADESH",398,CHHATARPUR,IGNDPS,2735,870,147,355,1363,1552,854,2024-07-30
2023-2024,12,23,"MADHYA PRADESH",407,GWALIOR,IGNDPS,800,272,59,78,391,406,211,2024-07-30
2023-2024,12,23,"MADHYA PRADESH",410,INDORE,IGNDPS,1558,392,335,198,633,712,338,2024-07-30
2023-2024,12,23,"MADHYA PRADESH",413,KATNI,IGNDPS,4870,790,1267,483,2330,2475,941,2024-07-30
2023-2024,12,23,"MADHYA PRADESH",416,MANDSAUR,IGNDPS,3592,931,94,554,2013,1953,596,2024-07-30
2023-2024,12,23,"MADHYA PRADESH",417,MORENA,IGNDPS,2346,689,22,543,1092,1081,884,2024-07-30
2023-2024,12,23,"MADHYA PRADESH",418,NARSINGHPUR,IGNDPS,4042,982,439,488,2133,2100,885,2024-07-30
2023-2024,12,23,"MADHYA PRADESH",423,RATLAM,IGNDPS,2543,633,762,270,878,1279,840,2024-07-30
2023-2024,12,23,"MADHYA PRADESH",424,REWA,IGNDPS,4515,1010,587,1261,1657,1737,1195,2024-07-30
2023-2024,12,23,"MADHYA PRADESH",428,SEONI,IGNDPS,2015,297,700,194,824,1259,622,2024-07-30
2023-2024,12,23,"MADHYA PRADESH",435,UJJAIN,IGNDPS,1305,569,51,220,465,785,688,2024-07-30
2023-2024,12,24,GUJARAT,440,ANAND,IGNDPS,1039,144,12,527,352,735,778,2024-07-30
2023-2024,12,24,GUJARAT,441,"BANAS KANTHA",IGNDPS,889,188,66,174,457,779,504,2024-07-30
2023-2024,12,24,GUJARAT,451,MAHESANA,IGNDPS,430,95,1,75,255,385,315,2024-07-30
2023-2024,12,24,GUJARAT,457,RAJKOT,IGNDPS,985,107,11,550,290,923,744,2024-07-30
2023-2024,12,24,GUJARAT,460,SURENDRANAGAR,IGNDPS,781,199,11,150,421,594,490,2024-07-30
2023-2024,12,24,GUJARAT,461,VADODARA,IGNDPS,504,61,22,388,30,374,281,2024-07-30
2023-2024,12,24,GUJARAT,641,TAPI,IGNDPS,179,2,149,20,8,178,179,2024-07-30
2023-2024,12,24,GUJARAT,669,MAHISAGAR,IGNDPS,1316,68,106,1089,53,1203,825,2024-07-30
2023-2024,12,24,GUJARAT,672,ARVALLI,IGNDPS,398,46,67,183,102,321,242,2024-07-30
2023-2024,12,27,MAHARASHTRA,468,AMRAVATI,IGNDPS,422,35,133,235,19,326,126,2024-07-30
2023-2024,12,27,MAHARASHTRA,475,GADCHIROLI,IGNDPS,464,82,93,114,175,455,205,2024-07-30
2023-2024,12,27,MAHARASHTRA,477,HINGOLI,IGNDPS,103,12,0,91,0,102,7,2024-07-30
2023-2024,12,27,MAHARASHTRA,487,NASHIK,IGNDPS,821,16,453,327,25,641,116,2024-07-30
2023-2024,12,27,MAHARASHTRA,492,RATNAGIRI,IGNDPS,229,15,0,120,94,226,143,2024-07-30
2023-2024,12,27,MAHARASHTRA,665,PALGHAR,IGNDPS,91,4,57,27,3,81,10,2024-07-30
2023-2024,12,28,"ANDHRA PRADESH",506,GUNTUR,IGNDPS,2939,686,216,1124,913,1719,1255,2024-07-30
2023-2024,12,28,"ANDHRA PRADESH",511,KURNOOL,IGNDPS,1373,229,83,344,717,766,588,2024-07-30
2023-2024,12,28,"ANDHRA PRADESH",517,PRAKASAM,IGNDPS,3202,633,181,1348,1040,1521,1172,2024-07-30
2023-2024,12,28,"ANDHRA PRADESH",521,VIZIANAGARAM,IGNDPS,562,59,64,30,409,327,180,2024-07-30
2023-2024,12,29,KARNATAKA,535,DAVANAGERE,IGNDPS,292,10,4,43,235,283,238,2024-07-30
2023-2024,12,29,KARNATAKA,536,DHARWAR,IGNDPS,590,16,13,40,521,580,393,2024-07-30
2023-2024,12,29,KARNATAKA,538,GULBARGA,IGNDPS,1682,325,11,204,1142,1586,1180,2024-07-30
2023-2024,12,29,KARNATAKA,544,MANDYA,IGNDPS,991,55,3,175,758,978,807,2024-07-30
2023-2024,12,29,KARNATAKA,547,SHIMOGA,IGNDPS,1447,140,17,389,901,1432,1044,2024-07-30
2023-2024,12,29,KARNATAKA,635,YADGIR,IGNDPS,136,21,9,6,100,135,1,2024-07-30
2023-2024,12,3,PUNJAB,28,BATHINDA,IGNDPS,449,42,0,406,1,262,374,2024-07-30
2023-2024,12,3,PUNJAB,31,FIROZEPUR,IGNDPS,669,99,0,561,9,372,635,2024-07-30
2023-2024,12,3,PUNJAB,36,LUDHIANA,IGNDPS,183,10,0,172,1,118,180,2024-07-30
2023-2024,12,3,PUNJAB,41,PATIALA,IGNDPS,470,2,0,425,43,303,406,2024-07-30
2023-2024,12,3,PUNJAB,608,"SAS NAGAR",IGNDPS,60,1,0,58,1,28,60,2024-07-30
2023-2024,12,30,GOA,552,"SOUTH GOA",IGNDPS,240,1,65,121,53,187,5,2024-07-30
2023-2024,12,31,LAKSHADWEEP,553,"LAKSHADWEEP DISTRICT",IGNDPS,61,0,36,23,2,61,2,2024-07-30
2023-2024,12,32,KERALA,555,ERNAKULAM,IGNDPS,2172,65,13,2094,0,1337,1601,2024-07-30
2023-2024,12,32,KERALA,556,IDUKKI,IGNDPS,1153,70,46,1037,0,844,690,2024-07-30
2023-2024,12,32,KERALA,558,KASARAGOD,IGNDPS,1288,14,31,1243,0,796,981,2024-07-30
2023-2024,12,32,KERALA,562,MALAPPURAM,IGNDPS,3615,101,59,3455,0,1984,3150,2024-07-30
2023-2024,12,32,KERALA,567,WAYANAD,IGNDPS,503,6,45,452,0,316,399,2024-07-30
2023-2024,12,33,"TAMIL NADU",573,ERODE,IGNDPS,2478,599,9,1133,737,1989,2410,2024-07-30
2023-2024,12,33,"TAMIL NADU",581,PERAMBALUR,IGNDPS,444,161,0,7,276,413,444,2024-07-30
2023-2024,12,33,"TAMIL NADU",583,RAMANATHAPURAM,IGNDPS,1143,199,0,24,920,662,1127,2024-07-30
2023-2024,12,33,"TAMIL NADU",588,THENI,IGNDPS,365,38,0,77,250,204,364,2024-07-30
2023-2024,12,33,"TAMIL NADU",590,THIRUVARUR,IGNDPS,1182,518,0,197,467,848,1178,2024-07-30
2023-2024,12,33,"TAMIL NADU",593,TIRUVANNAMALAI,IGNDPS,306,49,1,202,54,232,305,2024-07-30
2023-2024,12,36,TELANGANA,514,NALGONDA,IGNDPS,3838,835,471,301,2231,3088,3080,2024-07-30
2023-2024,12,36,TELANGANA,522,WARANGAL,IGNDPS,2105,430,212,139,1324,1743,1940,2024-07-30
2023-2024,12,36,TELANGANA,680,NIRMAL,IGNDPS,657,123,66,58,410,603,624,2024-07-30
2023-2024,12,36,TELANGANA,685,KAMAREDDY,IGNDPS,568,107,40,0,421,568,554,2024-07-30
2023-2024,12,36,TELANGANA,688,MAHABUBABAD,IGNDPS,334,44,111,0,179,332,307,2024-07-30
2023-2024,12,36,TELANGANA,694,NAGARKURNOOL,IGNDPS,1080,229,128,58,665,1042,995,2024-07-30
2023-2024,12,36,TELANGANA,695,"JOGULAMBA GADWAL",IGNDPS,793,174,11,24,584,755,545,2024-07-30
2023-2024,12,36,TELANGANA,697,YADADRI,IGNDPS,910,192,28,44,646,909,875,2024-07-30
2023-2024,12,36,TELANGANA,699,"KOMARAM BHEEM ASIFABAD",IGNDPS,579,119,189,28,243,507,527,2024-07-30
2023-2024,12,37,LADAKH,6,KARGIL,IGNDPS,98,0,98,0,0,0,0,2024-07-30
2023-2024,12,37,LADAKH,9,"LEH LADAKH",IGNDPS,121,0,121,0,0,48,11,2024-07-30
2023-2024,12,38,"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU",463,DAMAN,IGNDPS,301,24,27,163,87,76,221,2024-07-30
2023-2024,12,5,UTTARAKHAND,45,ALMORA,IGNDPS,313,75,0,233,5,133,145,2024-07-30
2023-2024,12,5,UTTARAKHAND,46,BAGESHWAR,IGNDPS,57,22,0,35,0,27,36,2024-07-30
2023-2024,12,5,UTTARAKHAND,57,"UTTAR KASHI",IGNDPS,55,11,0,44,0,18,38,2024-07-30
2023-2024,12,6,HARYANA,604,MEWAT,IGNDPS,1950,125,0,738,1087,1174,528,2024-07-30
2023-2024,12,6,HARYANA,72,REWARI,IGNDPS,963,233,0,396,334,643,413,2024-07-30
2023-2024,12,6,HARYANA,74,SIRSA,IGNDPS,1928,743,0,618,567,1352,679,2024-07-30
2023-2024,12,6,HARYANA,76,YAMUNANAGAR,IGNDPS,3185,498,0,2069,618,1900,852,2024-07-30
2023-2024,12,7,DELHI,82,"NORTH WEST- I",IGNDPS,611,0,0,605,6,611,602,2024-07-30
2023-2024,12,7,DELHI,84,"SOUTH WEST ",IGNDPS,457,0,0,454,3,457,442,2024-07-30
2023-2024,12,8,RAJASTHAN,103,JAISALMER,IGNDPS,506,86,35,212,173,360,352,2024-07-30
2023-2024,12,8,RAJASTHAN,105,JHALAWAR,IGNDPS,695,98,87,82,428,632,655,2024-07-30
2023-2024,12,8,RAJASTHAN,95,CHITTORGARH,IGNDPS,532,124,72,119,217,372,393,2024-07-30
2023-2024,12,9,"UTTAR PRADESH",124,BAGHPAT,IGNDPS,746,113,0,176,457,254,546,2024-07-30
2023-2024,12,9,"UTTAR PRADESH",126,BALLIA,IGNDPS,2726,384,43,554,1745,859,1922,2024-07-30
2023-2024,12,9,"UTTAR PRADESH",130,BAREILLY,IGNDPS,2583,289,1,1241,1052,1103,1733,2024-07-30
2023-2024,12,9,"UTTAR PRADESH",137,DEORIA,IGNDPS,3953,650,150,879,2274,1477,2274,2024-07-30
2023-2024,12,9,"UTTAR PRADESH",140,AYODHYA,IGNDPS,902,276,0,261,365,346,567,2024-07-30
2023-2024,12,9,"UTTAR PRADESH",143,FIROZABAD,IGNDPS,972,205,0,123,644,217,713,2024-07-30
2023-2024,12,9,"UTTAR PRADESH",149,HAMIRPUR,IGNDPS,706,169,1,128,408,292,472,2024-07-30
2023-2024,12,9,"UTTAR PRADESH",171,MORADABAD,IGNDPS,416,77,1,198,140,115,252,2024-07-30
2023-2024,12,9,"UTTAR PRADESH",185,SULTANPUR,IGNDPS,2534,472,0,947,1115,1196,1928,2024-07-30
2023-2024,12,9,"UTTAR PRADESH",186,UNNAO,IGNDPS,2135,683,1,588,863,1149,1476,2024-07-30
2023-2024,12,9,"UTTAR PRADESH",187,VARANASI,IGNDPS,1748,279,19,382,1068,706,1213,2024-07-30
2023-2024,12,9,"UTTAR PRADESH",660,SHAMLI,IGNDPS,1827,300,1,681,845,427,1326,2024-07-30
2023-2024,12,9,"UTTAR PRADESH",661,HAPUR,IGNDPS,485,112,1,192,180,284,387,2024-07-30
2023-2024,10,1,"JAMMU AND KASHMIR",12,RAJAURI,IGNDPS,103,6,8,89,0,34,1,2024-07-30
2023-2024,10,1,"JAMMU AND KASHMIR",13,SRINAGAR,IGNDPS,122,0,0,122,0,45,21,2024-07-30
2023-2024,10,1,"JAMMU AND KASHMIR",622,KULGAM,IGNDPS,111,5,10,95,1,15,0,2024-07-30
2023-2024,10,1,"JAMMU AND KASHMIR",627,REASI,IGNDPS,28,1,11,16,0,28,0,2024-07-30
2023-2024,10,10,BIHAR,190,BANKA,IGNDPS,1990,213,61,1500,216,1402,1471,2024-07-30
2023-2024,10,10,BIHAR,195,DARBHANGA,IGNDPS,4397,555,21,3153,668,2452,3311,2024-07-30
2023-2024,10,10,BIHAR,200,"KAIMUR (BHABUA)",IGNDPS,1624,349,65,965,245,1021,1339,2024-07-30
2023-2024,10,10,BIHAR,206,MADHUBANI,IGNDPS,9744,842,105,7771,1026,6422,7303,2024-07-30
2023-2024,10,10,BIHAR,207,MUNGER,IGNDPS,1738,297,27,1317,97,1141,1316,2024-07-30
2023-2024,10,10,BIHAR,214,PURNIA,IGNDPS,1950,109,90,826,925,1265,1434,2024-07-30
2023-2024,10,12,"ARUNACHAL PRADESH",232,"EAST SIANG",IGNDPS,196,0,196,0,0,102,0,2024-07-30
2023-2024,10,12,"ARUNACHAL PRADESH",237,"PAPUM PARE",IGNDPS,274,0,274,0,0,168,0,2024-07-30
2023-2024,10,12,"ARUNACHAL PRADESH",723,"PAKKE KESSANG",IGNDPS,47,0,47,0,0,26,0,2024-07-30
2023-2024,10,13,NAGALAND,245,KOHIMA,IGNDPS,127,0,127,0,0,0,0,2024-07-30
2023-2024,10,13,NAGALAND,247,MON,IGNDPS,108,0,108,0,0,37,3,2024-07-30
2023-2024,10,14,MANIPUR,252,BISHNUPUR,IGNDPS,24,4,0,20,0,15,0,2024-07-30
2023-2024,10,14,MANIPUR,255,"IMPHAL EAST",IGNDPS,184,2,2,3,177,92,22,2024-07-30
2023-2024,10,15,MIZORAM,262,CHAMPHAI,IGNDPS,57,0,57,0,0,42,45,2024-07-30
2023-2024,10,16,TRIPURA,269,DHALAI,IGNDPS,259,69,112,56,22,125,0,2024-07-30
2023-2024,10,16,TRIPURA,272,"WEST TRIPURA",IGNDPS,408,88,55,163,102,180,8,2024-07-30
2023-2024,10,17,MEGHALAYA,278,"WEST GARO HILLS",IGNDPS,163,3,87,72,1,102,14,2024-07-30
2023-2024,10,18,ASSAM,281,BONGAIGAON,IGNDPS,723,22,3,636,62,577,564,2024-07-30
2023-2024,10,18,ASSAM,294,KOKRAJHAR,IGNDPS,1333,50,668,303,312,990,1048,2024-07-30
2023-2024,10,18,ASSAM,295,LAKHIMPUR,IGNDPS,1469,77,211,965,216,1213,844,2024-07-30
2023-2024,10,18,ASSAM,617,UDALGURI,IGNDPS,1309,152,614,372,171,926,754,2024-07-30
2023-2024,10,18,ASSAM,705,BISWANATH,IGNDPS,897,39,58,734,66,542,120,2024-07-30
2023-2024,10,18,ASSAM,709,HOJAI,IGNDPS,727,88,11,604,24,275,360,2024-07-30
2023-2024,10,19,"WEST BENGAL",303,"24 PARGANAS NORTH",IGNDPS,4487,987,104,3238,146,4342,3660,2024-07-30
2023-2024,10,19,"WEST BENGAL",304,"24 PARGANAS SOUTH",IGNDPS,1985,390,53,1522,10,1864,1571,2024-07-30
2023-2024,10,19,"WEST BENGAL",307,BIRBHUM,IGNDPS,5710,1427,87,4057,139,5499,4972,2024-07-30
2023-2024,10,19,"WEST BENGAL",311,"DINAJPUR UTTAR",IGNDPS,723,158,16,546,3,701,687,2024-07-30
2023-2024,10,19,"WEST BENGAL",664,ALIPURDUAR,IGNDPS,722,274,98,350,0,693,691,2024-07-30
2023-2024,10,2,"HIMACHAL PRADESH",26,UNA,IGNDPS,59,17,5,24,13,15,0,2024-07-30
2023-2024,10,20,JHARKHAND,327,"PURBI SINGHBHUM",IGNDPS,691,41,162,330,158,687,337,2024-07-30
2023-2024,10,20,JHARKHAND,328,GARHWA,IGNDPS,2019,502,134,556,827,1959,497,2024-07-30
2023-2024,10,20,JHARKHAND,330,GODDA,IGNDPS,1367,160,183,293,731,1345,131,2024-07-30
2023-2024,10,20,JHARKHAND,334,KODERMA,IGNDPS,463,102,0,147,214,460,223,2024-07-30
2023-2024,10,20,JHARKHAND,336,LOHARDAGA,IGNDPS,62,3,36,11,12,61,7,2024-07-30
2023-2024,10,20,JHARKHAND,339,RANCHI,IGNDPS,438,53,167,144,74,332,129,2024-07-30
2023-2024,10,20,JHARKHAND,341,"SARAIKELA KHARSAWAN",IGNDPS,907,43,239,84,541,888,548,2024-07-30
2023-2024,10,20,JHARKHAND,606,KHUNTI,IGNDPS,716,36,477,151,52,700,207,2024-07-30
2023-2024,10,21,ODISHA,345,BOLANGIR,IGNDPS,3888,365,311,2012,1200,3888,1878,2024-07-30
2023-2024,10,21,ODISHA,349,BOUDH,IGNDPS,1157,113,53,762,229,1122,273,2024-07-30
2023-2024,10,21,ODISHA,362,KHORDHA,IGNDPS,5595,216,30,4943,406,5581,3232,2024-07-30
2023-2024,10,21,ODISHA,366,NABARANGAPUR,IGNDPS,2632,379,793,1143,317,2545,823,2024-07-30
2023-2024,10,21,ODISHA,367,NAYAGARH,IGNDPS,3407,256,43,2265,843,3311,2423,2024-07-30
2023-2024,10,21,ODISHA,372,SONEPUR,IGNDPS,1474,293,96,565,520,1472,853,2024-07-30
2023-2024,10,22,CHHATTISGARH,377,DHAMTARI,IGNDPS,1343,33,71,948,291,1135,189,2024-07-30
2023-2024,10,22,CHHATTISGARH,378,DURG,IGNDPS,839,40,22,537,240,786,447,2024-07-30
2023-2024,10,22,CHHATTISGARH,379,JANJGIR-CHAMPA,IGNDPS,1067,186,36,541,304,884,161,2024-07-30
2023-2024,10,22,CHHATTISGARH,381,KANKER,IGNDPS,1451,95,617,437,302,1316,878,2024-07-30
2023-2024,10,22,CHHATTISGARH,388,RAJNANDAGON,IGNDPS,687,42,51,376,218,668,169,2024-07-30
2023-2024,10,22,CHHATTISGARH,643,KONDAGAON,IGNDPS,826,23,498,116,189,806,332,2024-07-30
2023-2024,10,22,CHHATTISGARH,646,BALOD,IGNDPS,243,39,52,42,110,229,44,2024-07-30
2023-2024,10,23,"MADHYA PRADESH",404,DINDORI,IGNDPS,2326,163,1352,58,753,1064,262,2024-07-30
2023-2024,10,23,"MADHYA PRADESH",405,KHANDWA,IGNDPS,3552,661,1128,321,1442,1735,873,2024-07-30
2023-2024,10,23,"MADHYA PRADESH",407,GWALIOR,IGNDPS,800,272,59,78,391,406,211,2024-07-30
2023-2024,10,23,"MADHYA PRADESH",412,JHABUA,IGNDPS,3297,67,3004,92,134,1393,695,2024-07-30
2023-2024,10,23,"MADHYA PRADESH",416,MANDSAUR,IGNDPS,3592,931,94,554,2013,1953,596,2024-07-30
2023-2024,10,23,"MADHYA PRADESH",429,SHAHDOL,IGNDPS,4582,495,1841,585,1661,2087,964,2024-07-30
2023-2024,10,23,"MADHYA PRADESH",430,SHAJAPUR,IGNDPS,1665,564,69,245,787,795,469,2024-07-30
2023-2024,10,23,"MADHYA PRADESH",432,SHIVPURI,IGNDPS,2202,618,353,156,1075,936,862,2024-07-30
2023-2024,10,23,"MADHYA PRADESH",433,SIDHI,IGNDPS,4715,725,1036,847,2107,2075,949,2024-07-30
2023-2024,10,23,"MADHYA PRADESH",434,TIKAMGARH,IGNDPS,2093,593,92,249,1159,971,566,2024-07-30
2023-2024,10,23,"MADHYA PRADESH",436,UMARIA,IGNDPS,2268,275,810,349,834,956,365,2024-07-30
2023-2024,10,23,"MADHYA PRADESH",638,SINGRAULI,IGNDPS,2935,446,795,287,1407,893,700,2024-07-30
2023-2024,10,23,"MADHYA PRADESH",639,ALIRAJPUR,IGNDPS,1960,74,1803,17,66,784,319,2024-07-30
2023-2024,10,24,GUJARAT,438,AHMADABAD,IGNDPS,1449,102,18,1209,103,995,532,2024-07-30
2023-2024,10,24,GUJARAT,443,BHAVNAGAR,IGNDPS,515,39,2,209,265,421,377,2024-07-30
2023-2024,10,24,GUJARAT,449,KACHCHH,IGNDPS,615,131,16,276,167,584,529,2024-07-30
2023-2024,10,24,GUJARAT,451,MAHESANA,IGNDPS,430,95,1,75,255,385,315,2024-07-30
2023-2024,10,24,GUJARAT,453,NAVSARI,IGNDPS,275,3,128,144,0,240,3,2024-07-30
2023-2024,10,24,GUJARAT,454,"PANCH MAHALS",IGNDPS,1831,210,172,919,530,1555,1280,2024-07-30
2023-2024,10,24,GUJARAT,459,SURAT,IGNDPS,368,16,133,216,1,243,285,2024-07-30
2023-2024,10,24,GUJARAT,461,VADODARA,IGNDPS,504,61,22,388,30,374,281,2024-07-30
2023-2024,10,24,GUJARAT,668,"CHHOTA UDEPUR",IGNDPS,271,16,233,16,6,250,63,2024-07-30
2023-2024,10,27,MAHARASHTRA,466,AHMEDNAGAR,IGNDPS,96,7,6,75,8,88,81,2024-07-30
2023-2024,10,27,MAHARASHTRA,470,BEED,IGNDPS,257,0,0,257,0,242,6,2024-07-30
2023-2024,10,27,MAHARASHTRA,486,NANDURBAR,IGNDPS,504,12,297,169,26,480,65,2024-07-30
2023-2024,10,27,MAHARASHTRA,488,OSMANABAD,IGNDPS,78,4,0,74,0,55,5,2024-07-30
2023-2024,10,27,MAHARASHTRA,494,SATARA,IGNDPS,109,4,3,88,14,108,107,2024-07-30
2023-2024,10,27,MAHARASHTRA,498,WARDHA,IGNDPS,253,25,13,159,56,195,49,2024-07-30
